ProtocolID,Section,Question,ScoringOptions,Notes
EMD-1553,D. Pre-Arrival / Post Dispatch Instructions,(Single rescuer) Let the chest come all they way up between pumps.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1554,D. Pre-Arrival / Post Dispatch Instructions,We're going to do this (600 times or) until help can take over.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1555,D. Pre-Arrival / Post Dispatch Instructions,Count out loud so I can count with you.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1556,D. Pre-Arrival / Post Dispatch Instructions,Time the compressions,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1557,D. Pre-Arrival / Post Dispatch Instructions,Tell them to push down hard and make sure the chest comes all the way up between pumps,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1558,D. Pre-Arrival / Post Dispatch Instructions,We're going to do this (600 times or) until help can take over.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1559,D. Pre-Arrival / Post Dispatch Instructions,Count out loud so I can count with you.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1560,D. Pre-Arrival / Post Dispatch Instructions,Time the compressions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1561,D. Pre-Arrival / Post Dispatch Instructions,Prepare the caller to very quickly switch places with the rescuer after 200 compressions or if fatigued.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1562,D. Pre-Arrival / Post Dispatch Instructions,Make sure you're holding her/his mouth closed and pinch her/his nose tightly.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1563,D. Pre-Arrival / Post Dispatch Instructions,"Completely cover the tube/hole with your mouth, then blow 2 regular breaths into the lungs, about 1 second each. The chest should rise with each breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1564,D. Pre-Arrival / Post Dispatch Instructions,Did you feel the air going in and out?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1565,D. Pre-Arrival / Post Dispatch Instructions,"Okay, now give her/him 1 breath every 5 seconds.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1566,D. Pre-Arrival / Post Dispatch Instructions,"If anything changes, tell me immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1567,D. Pre-Arrival / Post Dispatch Instructions,I'll stay on the line until help arrives.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1568,D. Pre-Arrival / Post Dispatch Instructions,Tell me when the paramedics (EMTs) are right with her/him.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1569,D. Pre-Arrival / Post Dispatch Instructions,You need to pull out the tube and tell me when it's done.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1570,D. Pre-Arrival / Post Dispatch Instructions,Wipe the tube/hole clean with a cloth or towel.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1571,D. Pre-Arrival / Post Dispatch Instructions,(It's okay to hve a little fluid remaining.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1572,D. Pre-Arrival / Post Dispatch Instructions,(You must blow through the remaining fluid.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1573,D. Pre-Arrival / Post Dispatch Instructions,Stay rith with her/him and check her/his breathing often.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1574,D. Pre-Arrival / Post Dispatch Instructions,"If s/he vomits, turn her/him on her/his side and clean out the tube/hole.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1575,D. Pre-Arrival / Post Dispatch Instructions,I'll stay on the line until help arrives.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1576,D. Pre-Arrival / Post Dispatch Instructions,"Tell me when the paramedics (EMTs) are right with her/him, or if anything chanages.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1577,D. Pre-Arrival / Post Dispatch Instructions,(Look at her/him very closely. Tell me exactly what you see and hear her/him doing.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1578,D. Pre-Arrival / Post Dispatch Instructions,"Determine now if the patient is breathing effectively. If any questions exists, go to Determining AGONAL BREATHING.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1579,D. Pre-Arrival / Post Dispatch Instructions,"(Read verbatim) Okay, I want you to say ""now"" every single time s/he takes a breath in, starting immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1580,D. Pre-Arrival / Post Dispatch Instructions,> 8 sec. interval = AGONAL,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1581,D. Pre-Arrival / Post Dispatch Instructions,A time between breaths of 8 seconds or more is considered INEFFECTIVE BREATHING. Check a maximum of four breaths (three iintervals tested).,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1582,D. Pre-Arrival / Post Dispatch Instructions,Is there someone there who can help you?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1583,D. Pre-Arrival / Post Dispatch Instructions,"(Yes) Send them to get the Defibrillator now, and tell me when you have it.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1584,D. Pre-Arrival / Post Dispatch Instructions,"Perform BC-1, BC-2, and BC-3 (C-3 if directed by the protocol), then return to here when finished.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1585,D. Pre-Arrival / Post Dispatch Instructions,"(No helper) Go and get the defibrillator now, and tell me when you have it.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1586,D. Pre-Arrival / Post Dispatch Instructions,Is the defibrillator there right now?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1587,D. Pre-Arrival / Post Dispatch Instructions,"Put the defibrillator on the floor next to her/his head, on the side closest to you.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1588,D. Pre-Arrival / Post Dispatch Instructions,"Undo or remove any clothing from her/his chest. If her/his chest is wet (sweaty), dry it off.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1589,D. Pre-Arrival / Post Dispatch Instructions,Is the chest bare now?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1590,D. Pre-Arrival / Post Dispatch Instructions,"Open the lid, if nessary, and press the ""on"" button, if there is one.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1591,D. Pre-Arrival / Post Dispatch Instructions,Is the machine on?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1592,D. Pre-Arrival / Post Dispatch Instructions,"Find the pads (electrodes), and if necessary, plug them into the machine.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1593,D. Pre-Arrival / Post Dispatch Instructions,Are the pads plugged in?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1594,D. Pre-Arrival / Post Dispatch Instructions,"Open the packet of pads, peel off the backing, and apply the pads to her/his chest as shown.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1595,D. Pre-Arrival / Post Dispatch Instructions,Are the pads placed as shown?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1596,D. Pre-Arrival / Post Dispatch Instructions,The machine will tell you what to do. Follow its instructions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1597,D. Pre-Arrival / Post Dispatch Instructions,Tell me what you're doing so I'll know how it's going.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1598,D. Pre-Arrival / Post Dispatch Instructions,The most likely sequence is:,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1599,D. Pre-Arrival / Post Dispatch Instructions,"If the analysis doesn't find a shockable rhythem, of if an analyze/shock cycle has been given without results, the machine will prompt the caller to do CPR.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1600,D. Pre-Arrival / Post Dispatch Instructions,CPR advised?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1601,D. Pre-Arrival / Post Dispatch Instructions,(No) What does the machine say?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1602,D. Pre-Arrival / Post Dispatch Instructions,"Go to BC-4 and perform CPR for 2 minutes, then return here when finished or if interruped by the machine. The machine should then re-analyze and may shock again before advising more CPR.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1603,D. Pre-Arrival / Post Dispatch Instructions,CPR advised?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1604,D. Pre-Arrival / Post Dispatch Instructions,(No) What does the machine say?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1605,D. Pre-Arrival / Post Dispatch Instructions,"Go to C-9/B-8 and perform CPR for 2 minutes, then return to here when finished or if interruped by the machine. The machine shuold then re-analyze, and may shock again before advising more CPR.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1606,D. Pre-Arrival / Post Dispatch Instructions,CPR advised?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1607,D. Pre-Arrival / Post Dispatch Instructions,(No) What does the machine say?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1608,D. Pre-Arrival / Post Dispatch Instructions,"Go to C-9/B-8 and continue CPR until interrupted by the machine. Follow the AED's prompts and repeat this panel until help arrives. (If the patient starts breathing, continue with Protocol B or C).","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1609,D. Pre-Arrival / Post Dispatch Instructions,Clothing that just unzips or unbuttons can be opened and left on.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1610,D. Pre-Arrival / Post Dispatch Instructions,Sweaters and T-shirts may need to be completely removed or cut open.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1611,D. Pre-Arrival / Post Dispatch Instructions,Clothing can be pulled up around her/his neck while the pads are applied.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1612,D. Pre-Arrival / Post Dispatch Instructions,It's okay if the clothing falls back over the pads when the caller Performs CPR.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1613,D. Pre-Arrival / Post Dispatch Instructions,Some machines begin automatically when the lid is opened.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1614,D. Pre-Arrival / Post Dispatch Instructions,"Some machines have an ""on"" button. Its frequently green.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1615,D. Pre-Arrival / Post Dispatch Instructions,"Many machines have a batter indicator -  if its red, the battery needs to be replaced.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1616,D. Pre-Arrival / Post Dispatch Instructions,Often the machine will have a spare battery.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1617,D. Pre-Arrival / Post Dispatch Instructions,There should be diagrams on the battery or machine indicating how to replace the battery.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1618,D. Pre-Arrival / Post Dispatch Instructions,The are usually in the flat foil or plastic package (about 6 by 8 inches / 15 by 20 cm).,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1619,D. Pre-Arrival / Post Dispatch Instructions,The pads are often already plugged into the machine.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1620,D. Pre-Arrival / Post Dispatch Instructions,The wires from the pads plug into the machine. The socket may blink to show where the plug goes.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1621,D. Pre-Arrival / Post Dispatch Instructions,The plug may only fit one way. Look carefully at the plug and the socket.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1622,D. Pre-Arrival / Post Dispatch Instructions,"The plug may need firm pressure to push it into the socket. It may ""click"" in place.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1623,D. Pre-Arrival / Post Dispatch Instructions,The pads have a picture of where they should be placed.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1624,D. Pre-Arrival / Post Dispatch Instructions,"Usually the picture is on the pads themselves, but it may also be on the AED box.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1625,D. Pre-Arrival / Post Dispatch Instructions,"One pad should be placed about 1 inch (3 cm) below her/his right collar bone, and the other pad should be plalced on the chest about 1 inch (3 cm) below her/his left armpit.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1626,D. Pre-Arrival / Post Dispatch Instructions,"There may be an ""analyze"" button that needs to be pressed.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1627,D. Pre-Arrival / Post Dispatch Instructions,"If the machine repeatedly prompts to place the electrodes, the electrodes may not be plugged in firmly enough, or the electrodes may not be properly stuck to the patient's chest.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1628,D. Pre-Arrival / Post Dispatch Instructions,Pads placed over clothes?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1629,D. Pre-Arrival / Post Dispatch Instructions,Hairy chest?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1630,D. Pre-Arrival / Post Dispatch Instructions,"(Automatic transmissions) Okay, shift into neutrial or ""N"" now.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1631,D. Pre-Arrival / Post Dispatch Instructions,"(Manual/Stick Shift transmission) Okay, push in the clutch pedal first and shift into neutral or ""N"" now.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1632,D. Pre-Arrival / Post Dispatch Instructions,"Okay, put your foot on the brake first and then try shifting it into neutral again. (You may need to push the button on the side of the shift handle with your thumb to make it work.""","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1633,D. Pre-Arrival / Post Dispatch Instructions,"Listen, I'll tell you how to turn off your engine.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1634,D. Pre-Arrival / Post Dispatch Instructions,Do you have a standard key ignition or a start/stop button?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1635,D. Pre-Arrival / Post Dispatch Instructions,Turn the ignition key just one click back (AAC postion) so that the engine shuts off but it doesn’t lock your steering wheel.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1636,D. Pre-Arrival / Post Dispatch Instructions,Turning off the ignition will change the power breaks and steering to manual mode.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1637,D. Pre-Arrival / Post Dispatch Instructions,"They should still work, but will be somewhat stuffer than normal (harder to turn and press the break).","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1638,D. Pre-Arrival / Post Dispatch Instructions,Do not just tap the start/stop button. Push it in firmly and steadily for at least 3 seconds until the engine completely stops.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1639,D. Pre-Arrival / Post Dispatch Instructions,Turning off the ignition will change the power breaks and steering to manual mode.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1640,D. Pre-Arrival / Post Dispatch Instructions,"They should still work, but will be somewhat stuffer than normal (harder to turn and press the break).","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1641,D. Pre-Arrival / Post Dispatch Instructions,"Apply firm, constandt pressure to your break pedal gradually until you come to a safe stop.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1642,D. Pre-Arrival / Post Dispatch Instructions,Carefully slow down and steer to the side of the road. Tell me when you are stopped or if anything else happens.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
